file,label,split,ir,parent
phone951714.wav,phone,1,0,split1_ir0_ov1_2.csv
keyboard1133294.wav,keyboard,1,0,split1_ir0_ov1_2.csv
knock1234386.wav,knock,1,0,split1_ir0_ov1_2.csv
pageturn1322398.wav,pageturn,1,0,split1_ir0_ov1_2.csv
clearthroat1420171.wav,clearthroat,1,0,split1_ir0_ov1_2.csv
clearthroat1496156.wav,clearthroat,1,0,split1_ir0_ov1_2.csv
laughter1588872.wav,laughter,1,0,split1_ir0_ov1_2.csv
keysDrop1724581.wav,keysDrop,1,0,split1_ir0_ov1_2.csv
speech1775276.wav,speech,1,0,split1_ir0_ov1_2.csv
laughter1943583.wav,laughter,1,0,split1_ir0_ov1_2.csv
speech2059276.wav,speech,1,0,split1_ir0_ov1_2.csv
speech2169067.wav,speech,1,0,split1_ir0_ov1_2.csv
laughter2309019.wav,laughter,1,0,split1_ir0_ov1_2.csv
drawer2443776.wav,drawer,1,0,split1_ir0_ov1_2.csv
drawer2539938.wav,drawer,1,0,split1_ir0_ov1_2.csv
knock2593477.wav,knock,1,0,split1_ir0_ov1_2.csv
keyboard2680356.wav,keyboard,1,0,split1_ir0_ov1_2.csv
laughter13338.wav,laughter,1,0,split1_ir0_ov1_3.csv
pageturn193403.wav,pageturn,1,0,split1_ir0_ov1_3.csv
pageturn279076.wav,pageturn,1,0,split1_ir0_ov1_3.csv
drawer385143.wav,drawer,1,0,split1_ir0_ov1_3.csv
cough513527.wav,cough,1,0,split1_ir0_ov1_3.csv
keysDrop597341.wav,keysDrop,1,0,split1_ir0_ov1_3.csv
laughter662483.wav,laughter,1,0,split1_ir0_ov1_3.csv
cough804281.wav,cough,1,0,split1_ir0_ov1_3.csv
phone876376.wav,phone,1,0,split1_ir0_ov1_3.csv
keyboard1102231.wav,keyboard,1,0,split1_ir0_ov1_3.csv
knock1273220.wav,knock,1,0,split1_ir0_ov1_3.csv
phone1348005.wav,phone,1,0,split1_ir0_ov1_3.csv
cough1572263.wav,cough,1,0,split1_ir0_ov1_3.csv
pageturn1657440.wav,pageturn,1,0,split1_ir0_ov1_3.csv
keyboard1752084.wav,keyboard,1,0,split1_ir0_ov1_3.csv
laughter1928606.wav,laughter,1,0,split1_ir0_ov1_3.csv
cough2044886.wav,cough,1,0,split1_ir0_ov1_3.csv
doorslam2147965.wav,doorslam,1,0,split1_ir0_ov1_3.csv
knock2207344.wav,knock,1,0,split1_ir0_ov1_3.csv
knock2276215.wav,knock,1,0,split1_ir0_ov1_3.csv
drawer2356385.wav,drawer,1,0,split1_ir0_ov1_3.csv
speech2463454.wav,speech,1,0,split1_ir0_ov1_3.csv
knock2627899.wav,knock,1,0,split1_ir0_ov1_3.csv
cough2728442.wav,cough,1,0,split1_ir0_ov1_3.csv
clearthroat32254.wav,clearthroat,1,0,split1_ir0_ov1_4.csv
drawer95895.wav,drawer,1,0,split1_ir0_ov1_4.csv
keyboard179526.wav,keyboard,1,0,split1_ir0_ov1_4.csv
pageturn323272.wav,pageturn,1,0,split1_ir0_ov1_4.csv
speech394359.wav,speech,1,0,split1_ir0_ov1_4.csv
cough560085.wav,cough,1,0,split1_ir0_ov1_4.csv
clearthroat657943.wav,clearthroat,1,0,split1_ir0_ov1_4.csv
knock743486.wav,knock,1,0,split1_ir0_ov1_4.csv
laughter850834.wav,laughter,1,0,split1_ir0_ov1_4.csv
phone1010815.wav,phone,1,0,split1_ir0_ov1_4.csv
phone1123796.wav,phone,1,0,split1_ir0_ov1_4.csv
doorslam1313815.wav,doorslam,1,0,split1_ir0_ov1_4.csv
drawer1387934.wav,drawer,1,0,split1_ir0_ov1_4.csv
clearthroat1514001.wav,clearthroat,1,0,split1_ir0_ov1_4.csv
keyboard1619255.wav,keyboard,1,0,split1_ir0_ov1_4.csv
knock1717659.wav,knock,1,0,split1_ir0_ov1_4.csv
knock1803768.wav,knock,1,0,split1_ir0_ov1_4.csv
keysDrop1875292.wav,keysDrop,1,0,split1_ir0_ov1_4.csv
doorslam1952473.wav,doorslam,1,0,split1_ir0_ov1_4.csv
drawer2008374.wav,drawer,1,0,split1_ir0_ov1_4.csv
doorslam2081111.wav,doorslam,1,0,split1_ir0_ov1_4.csv
keysDrop2167676.wav,keysDrop,1,0,split1_ir0_ov1_4.csv
knock2222500.wav,knock,1,0,split1_ir0_ov1_4.csv
phone2298613.wav,phone,1,0,split1_ir0_ov1_4.csv
knock2458580.wav,knock,1,0,split1_ir0_ov1_4.csv
phone2527806.wav,phone,1,0,split1_ir0_ov1_4.csv
keyboard2710368.wav,keyboard,1,0,split1_ir0_ov1_4.csv
speech9294.wav,speech,1,0,split1_ir0_ov1_5.csv
clearthroat148404.wav,clearthroat,1,0,split1_ir0_ov1_5.csv
cough249474.wav,cough,1,0,split1_ir0_ov1_5.csv
laughter333112.wav,laughter,1,0,split1_ir0_ov1_5.csv
phone445159.wav,phone,1,0,split1_ir0_ov1_5.csv
phone600415.wav,phone,1,0,split1_ir0_ov1_5.csv
speech794956.wav,speech,1,0,split1_ir0_ov1_5.csv
knock945261.wav,knock,1,0,split1_ir0_ov1_5.csv
clearthroat1052904.wav,clearthroat,1,0,split1_ir0_ov1_5.csv
clearthroat1139879.wav,clearthroat,1,0,split1_ir0_ov1_5.csv
laughter1256920.wav,laughter,1,0,split1_ir0_ov1_5.csv
laughter1399055.wav,laughter,1,0,split1_ir0_ov1_5.csv
clearthroat1528685.wav,clearthroat,1,0,split1_ir0_ov1_5.csv
phone1617316.wav,phone,1,0,split1_ir0_ov1_5.csv
speech1773539.wav,speech,1,0,split1_ir0_ov1_5.csv
pageturn1929473.wav,pageturn,1,0,split1_ir0_ov1_5.csv
clearthroat1997179.wav,clearthroat,1,0,split1_ir0_ov1_5.csv
laughter2061875.wav,laughter,1,0,split1_ir0_ov1_5.csv
keyboard2187208.wav,keyboard,1,0,split1_ir0_ov1_5.csv
keyboard2309436.wav,keyboard,1,0,split1_ir0_ov1_5.csv
knock2474779.wav,knock,1,0,split1_ir0_ov1_5.csv
drawer2541416.wav,drawer,1,0,split1_ir0_ov1_5.csv
doorslam2659452.wav,doorslam,1,0,split1_ir0_ov1_5.csv
phone2715967.wav,phone,1,0,split1_ir0_ov1_5.csv
keysDrop5824.wav,keysDrop,1,0,split1_ir0_ov1_6.csv
cough55768.wav,cough,1,0,split1_ir0_ov1_6.csv
speech168698.wav,speech,1,0,split1_ir0_ov1_6.csv
doorslam301007.wav,doorslam,1,0,split1_ir0_ov1_6.csv
doorslam365292.wav,doorslam,1,0,split1_ir0_ov1_6.csv
knock428749.wav,knock,1,0,split1_ir0_ov1_6.csv
speech489590.wav,speech,1,0,split1_ir0_ov1_6.csv
pageturn652292.wav,pageturn,1,0,split1_ir0_ov1_6.csv
drawer728240.wav,drawer,1,0,split1_ir0_ov1_6.csv
speech853675.wav,speech,1,0,split1_ir0_ov1_6.csv
drawer989569.wav,drawer,1,0,split1_ir0_ov1_6.csv
speech1070014.wav,speech,1,0,split1_ir0_ov1_6.csv
doorslam1207841.wav,doorslam,1,0,split1_ir0_ov1_6.csv
pageturn1285451.wav,pageturn,1,0,split1_ir0_ov1_6.csv
laughter1349963.wav,laughter,1,0,split1_ir0_ov1_6.csv
keyboard1467903.wav,keyboard,1,0,split1_ir0_ov1_6.csv
keysDrop1592292.wav,keysDrop,1,0,split1_ir0_ov1_6.csv
keysDrop1643241.wav,keysDrop,1,0,split1_ir0_ov1_6.csv
drawer1719908.wav,drawer,1,0,split1_ir0_ov1_6.csv
speech1838412.wav,speech,1,0,split1_ir0_ov1_6.csv
keyboard2007380.wav,keyboard,1,0,split1_ir0_ov1_6.csv
laughter2127084.wav,laughter,1,0,split1_ir0_ov1_6.csv
speech2250209.wav,speech,1,0,split1_ir0_ov1_6.csv
drawer2401686.wav,drawer,1,0,split1_ir0_ov1_6.csv
laughter2485065.wav,laughter,1,0,split1_ir0_ov1_6.csv
keysDrop2623724.wav,keysDrop,1,0,split1_ir0_ov1_6.csv
cough2707494.wav,cough,1,0,split1_ir0_ov1_6.csv
doorslam38145.wav,doorslam,1,0,split1_ir0_ov1_7.csv
phone130035.wav,phone,1,0,split1_ir0_ov1_7.csv
phone250925.wav,phone,1,0,split1_ir0_ov1_7.csv
knock430939.wav,knock,1,0,split1_ir0_ov1_7.csv
clearthroat516923.wav,clearthroat,1,0,split1_ir0_ov1_7.csv
knock602262.wav,knock,1,0,split1_ir0_ov1_7.csv
clearthroat715141.wav,clearthroat,1,0,split1_ir0_ov1_7.csv
keyboard809443.wav,keyboard,1,0,split1_ir0_ov1_7.csv
doorslam987453.wav,doorslam,1,0,split1_ir0_ov1_7.csv
keyboard1056550.wav,keyboard,1,0,split1_ir0_ov1_7.csv
cough1236128.wav,cough,1,0,split1_ir0_ov1_7.csv
clearthroat1353325.wav,clearthroat,1,0,split1_ir0_ov1_7.csv
laughter1453650.wav,laughter,1,0,split1_ir0_ov1_7.csv
keysDrop1555848.wav,keysDrop,1,0,split1_ir0_ov1_7.csv
cough1637552.wav,cough,1,0,split1_ir0_ov1_7.csv
pageturn1732125.wav,pageturn,1,0,split1_ir0_ov1_7.csv
keyboard1820933.wav,keyboard,1,0,split1_ir0_ov1_7.csv
doorslam1985535.wav,doorslam,1,0,split1_ir0_ov1_7.csv
clearthroat2049935.wav,clearthroat,1,0,split1_ir0_ov1_7.csv
laughter2138709.wav,laughter,1,0,split1_ir0_ov1_7.csv
cough2236727.wav,cough,1,0,split1_ir0_ov1_7.csv
keysDrop2320618.wav,keysDrop,1,0,split1_ir0_ov1_7.csv
pageturn2357809.wav,pageturn,1,0,split1_ir0_ov1_7.csv
doorslam2432563.wav,doorslam,1,0,split1_ir0_ov1_7.csv
speech2489870.wav,speech,1,0,split1_ir0_ov1_7.csv
pageturn2652010.wav,pageturn,1,0,split1_ir0_ov1_7.csv
keysDrop2746842.wav,keysDrop,1,0,split1_ir0_ov1_7.csv
knock11770.wav,knock,1,0,split1_ir0_ov1_8.csv
clearthroat123221.wav,clearthroat,1,0,split1_ir0_ov1_8.csv
keysDrop203647.wav,keysDrop,1,0,split1_ir0_ov1_8.csv
cough283325.wav,cough,1,0,split1_ir0_ov1_8.csv
knock377197.wav,knock,1,0,split1_ir0_ov1_8.csv
keyboard434711.wav,keyboard,1,0,split1_ir0_ov1_8.csv
knock578656.wav,knock,1,0,split1_ir0_ov1_8.csv
drawer673421.wav,drawer,1,0,split1_ir0_ov1_8.csv
keysDrop736270.wav,keysDrop,1,0,split1_ir0_ov1_8.csv
speech825192.wav,speech,1,0,split1_ir0_ov1_8.csv
keysDrop940754.wav,keysDrop,1,0,split1_ir0_ov1_8.csv
pageturn1010893.wav,pageturn,1,0,split1_ir0_ov1_8.csv
phone1103352.wav,phone,1,0,split1_ir0_ov1_8.csv
keysDrop1245483.wav,keysDrop,1,0,split1_ir0_ov1_8.csv
laughter1312553.wav,laughter,1,0,split1_ir0_ov1_8.csv
drawer1429177.wav,drawer,1,0,split1_ir0_ov1_8.csv
doorslam1506055.wav,doorslam,1,0,split1_ir0_ov1_8.csv
cough1588256.wav,cough,1,0,split1_ir0_ov1_8.csv
speech1704170.wav,speech,1,0,split1_ir0_ov1_8.csv
laughter1844365.wav,laughter,1,0,split1_ir0_ov1_8.csv
doorslam1973974.wav,doorslam,1,0,split1_ir0_ov1_8.csv
knock2044566.wav,knock,1,0,split1_ir0_ov1_8.csv
pageturn2112976.wav,pageturn,1,0,split1_ir0_ov1_8.csv
pageturn2210847.wav,pageturn,1,0,split1_ir0_ov1_8.csv
keysDrop2300348.wav,keysDrop,1,0,split1_ir0_ov1_8.csv
pageturn2336357.wav,pageturn,1,0,split1_ir0_ov1_8.csv
drawer2415141.wav,drawer,1,0,split1_ir0_ov1_8.csv
knock2550385.wav,knock,1,0,split1_ir0_ov1_8.csv
pageturn2599508.wav,pageturn,1,0,split1_ir0_ov1_8.csv
cough2680127.wav,cough,1,0,split1_ir0_ov1_8.csv
cough2747032.wav,cough,1,0,split1_ir0_ov1_8.csv
phone15528.wav,phone,1,0,split1_ir0_ov1_9.csv
keyboard196287.wav,keyboard,1,0,split1_ir0_ov1_9.csv
laughter349690.wav,laughter,1,0,split1_ir0_ov1_9.csv
drawer458142.wav,drawer,1,0,split1_ir0_ov1_9.csv
cough566190.wav,cough,1,0,split1_ir0_ov1_9.csv
speech667117.wav,speech,1,0,split1_ir0_ov1_9.csv
doorslam810506.wav,doorslam,1,0,split1_ir0_ov1_9.csv
keyboard894368.wav,keyboard,1,0,split1_ir0_ov1_9.csv
speech1025989.wav,speech,1,0,split1_ir0_ov1_9.csv
keyboard1164437.wav,keyboard,1,0,split1_ir0_ov1_9.csv
keyboard1314163.wav,keyboard,1,0,split1_ir0_ov1_9.csv
keysDrop1426387.wav,keysDrop,1,0,split1_ir0_ov1_9.csv
speech1469688.wav,speech,1,0,split1_ir0_ov1_9.csv
keysDrop1634745.wav,keysDrop,1,0,split1_ir0_ov1_9.csv
speech1696143.wav,speech,1,0,split1_ir0_ov1_9.csv
cough1844630.wav,cough,1,0,split1_ir0_ov1_9.csv
speech1957635.wav,speech,1,0,split1_ir0_ov1_9.csv
doorslam2120844.wav,doorslam,1,0,split1_ir0_ov1_9.csv
clearthroat2222463.wav,clearthroat,1,0,split1_ir0_ov1_9.csv
phone2300903.wav,phone,1,0,split1_ir0_ov1_9.csv
cough2522926.wav,cough,1,0,split1_ir0_ov1_9.csv
pageturn2636598.wav,pageturn,1,0,split1_ir0_ov1_9.csv
clearthroat2730311.wav,clearthroat,1,0,split1_ir0_ov1_9.csv
speech5257.wav,speech,1,0,split1_ir0_ov2_11.csv
speech116530.wav,speech,1,0,split1_ir0_ov2_11.csv
clearthroat278910.wav,clearthroat,1,0,split1_ir0_ov2_11.csv
drawer387432.wav,drawer,1,0,split1_ir0_ov2_11.csv
clearthroat467226.wav,clearthroat,1,0,split1_ir0_ov2_11.csv
doorslam535553.wav,doorslam,1,0,split1_ir0_ov2_11.csv
phone627435.wav,phone,1,0,split1_ir0_ov2_11.csv
keysDrop820802.wav,keysDrop,1,0,split1_ir0_ov2_11.csv
speech869969.wav,speech,1,0,split1_ir0_ov2_11.csv
keyboard1018814.wav,keyboard,1,0,split1_ir0_ov2_11.csv
keysDrop1165339.wav,keysDrop,1,0,split1_ir0_ov2_11.csv
knock1238301.wav,knock,1,0,split1_ir0_ov2_11.csv
drawer1331417.wav,drawer,1,0,split1_ir0_ov2_11.csv
drawer1448528.wav,drawer,1,0,split1_ir0_ov2_11.csv
pageturn1504054.wav,pageturn,1,0,split1_ir0_ov2_11.csv
pageturn1607475.wav,pageturn,1,0,split1_ir0_ov2_11.csv
clearthroat1674147.wav,clearthroat,1,0,split1_ir0_ov2_11.csv
pageturn1738070.wav,pageturn,1,0,split1_ir0_ov2_11.csv
laughter1829175.wav,laughter,1,0,split1_ir0_ov2_11.csv
speech1931371.wav,speech,1,0,split1_ir0_ov2_11.csv
pageturn2087553.wav,pageturn,1,0,split1_ir0_ov2_11.csv
doorslam2178383.wav,doorslam,1,0,split1_ir0_ov2_11.csv
speech2270614.wav,speech,1,0,split1_ir0_ov2_11.csv
pageturn2397654.wav,pageturn,1,0,split1_ir0_ov2_11.csv
pageturn2506018.wav,pageturn,1,0,split1_ir0_ov2_11.csv
laughter2591978.wav,laughter,1,0,split1_ir0_ov2_11.csv
keysDrop2716104.wav,keysDrop,1,0,split1_ir0_ov2_11.csv
cough2774855.wav,cough,1,0,split1_ir0_ov2_11.csv
drawer2873175.wav,drawer,1,0,split1_ir0_ov2_11.csv
knock9227.wav,knock,1,0,split1_ir0_ov2_11.csv
clearthroat87718.wav,clearthroat,1,0,split1_ir0_ov2_11.csv
knock149752.wav,knock,1,0,split1_ir0_ov2_11.csv
laughter230242.wav,laughter,1,0,split1_ir0_ov2_11.csv
pageturn374138.wav,pageturn,1,0,split1_ir0_ov2_11.csv
drawer466500.wav,drawer,1,0,split1_ir0_ov2_11.csv
drawer576811.wav,drawer,1,0,split1_ir0_ov2_11.csv
laughter667018.wav,laughter,1,0,split1_ir0_ov2_11.csv
phone769462.wav,phone,1,0,split1_ir0_ov2_11.csv
laughter973818.wav,laughter,1,0,split1_ir0_ov2_11.csv
drawer1096605.wav,drawer,1,0,split1_ir0_ov2_11.csv
laughter1221906.wav,laughter,1,0,split1_ir0_ov2_11.csv
knock1351414.wav,knock,1,0,split1_ir0_ov2_11.csv
cough1454498.wav,cough,1,0,split1_ir0_ov2_11.csv
drawer1560822.wav,drawer,1,0,split1_ir0_ov2_11.csv
keyboard1685954.wav,keyboard,1,0,split1_ir0_ov2_11.csv
laughter1857090.wav,laughter,1,0,split1_ir0_ov2_11.csv
drawer2015863.wav,drawer,1,0,split1_ir0_ov2_11.csv
doorslam2109482.wav,doorslam,1,0,split1_ir0_ov2_11.csv
knock2195478.wav,knock,1,0,split1_ir0_ov2_11.csv
keyboard2271034.wav,keyboard,1,0,split1_ir0_ov2_11.csv
cough2439976.wav,cough,1,0,split1_ir0_ov2_11.csv
drawer2514637.wav,drawer,1,0,split1_ir0_ov2_11.csv
keysDrop2611648.wav,keysDrop,1,0,split1_ir0_ov2_11.csv
phone2664303.wav,phone,1,0,split1_ir0_ov2_11.csv
clearthroat14840.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
speech105395.wav,speech,1,0,split1_ir0_ov2_12.csv
speech240495.wav,speech,1,0,split1_ir0_ov2_12.csv
laughter398698.wav,laughter,1,0,split1_ir0_ov2_12.csv
pageturn497750.wav,pageturn,1,0,split1_ir0_ov2_12.csv
clearthroat599966.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
laughter719966.wav,laughter,1,0,split1_ir0_ov2_12.csv
pageturn844634.wav,pageturn,1,0,split1_ir0_ov2_12.csv
keyboard960770.wav,keyboard,1,0,split1_ir0_ov2_12.csv
doorslam1099739.wav,doorslam,1,0,split1_ir0_ov2_12.csv
laughter1162242.wav,laughter,1,0,split1_ir0_ov2_12.csv
pageturn1299776.wav,pageturn,1,0,split1_ir0_ov2_12.csv
speech1394120.wav,speech,1,0,split1_ir0_ov2_12.csv
knock1533351.wav,knock,1,0,split1_ir0_ov2_12.csv
clearthroat1624338.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
phone1739364.wav,phone,1,0,split1_ir0_ov2_12.csv
clearthroat1869553.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
drawer1927982.wav,drawer,1,0,split1_ir0_ov2_12.csv
keysDrop2034482.wav,keysDrop,1,0,split1_ir0_ov2_12.csv
drawer2103761.wav,drawer,1,0,split1_ir0_ov2_12.csv
cough2220613.wav,cough,1,0,split1_ir0_ov2_12.csv
clearthroat2331068.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
pageturn2432783.wav,pageturn,1,0,split1_ir0_ov2_12.csv
doorslam2510192.wav,doorslam,1,0,split1_ir0_ov2_12.csv
drawer2605067.wav,drawer,1,0,split1_ir0_ov2_12.csv
keysDrop2686148.wav,keysDrop,1,0,split1_ir0_ov2_12.csv
drawer2753628.wav,drawer,1,0,split1_ir0_ov2_12.csv
clearthroat2852128.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
laughter5192.wav,laughter,1,0,split1_ir0_ov2_12.csv
laughter174198.wav,laughter,1,0,split1_ir0_ov2_12.csv
pageturn301553.wav,pageturn,1,0,split1_ir0_ov2_12.csv
pageturn391585.wav,pageturn,1,0,split1_ir0_ov2_12.csv
laughter472166.wav,laughter,1,0,split1_ir0_ov2_12.csv
phone633154.wav,phone,1,0,split1_ir0_ov2_12.csv
laughter779630.wav,laughter,1,0,split1_ir0_ov2_12.csv
cough913454.wav,cough,1,0,split1_ir0_ov2_12.csv
keyboard995787.wav,keyboard,1,0,split1_ir0_ov2_12.csv
phone1131008.wav,phone,1,0,split1_ir0_ov2_12.csv
speech1297510.wav,speech,1,0,split1_ir0_ov2_12.csv
cough1459031.wav,cough,1,0,split1_ir0_ov2_12.csv
drawer1546856.wav,drawer,1,0,split1_ir0_ov2_12.csv
keyboard1622083.wav,keyboard,1,0,split1_ir0_ov2_12.csv
doorslam1780737.wav,doorslam,1,0,split1_ir0_ov2_12.csv
speech1836349.wav,speech,1,0,split1_ir0_ov2_12.csv
speech1960951.wav,speech,1,0,split1_ir0_ov2_12.csv
clearthroat2108176.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
clearthroat2162321.wav,clearthroat,1,0,split1_ir0_ov2_12.csv
speech2256115.wav,speech,1,0,split1_ir0_ov2_12.csv
keyboard2378501.wav,keyboard,1,0,split1_ir0_ov2_12.csv
phone2523546.wav,phone,1,0,split1_ir0_ov2_12.csv
knock2718832.wav,knock,1,0,split1_ir0_ov2_12.csv
cough2795771.wav,cough,1,0,split1_ir0_ov2_12.csv
cough5518.wav,cough,1,0,split1_ir0_ov2_13.csv
knock67681.wav,knock,1,0,split1_ir0_ov2_13.csv
speech127758.wav,speech,1,0,split1_ir0_ov2_13.csv
knock265435.wav,knock,1,0,split1_ir0_ov2_13.csv
laughter342581.wav,laughter,1,0,split1_ir0_ov2_13.csv
doorslam465975.wav,doorslam,1,0,split1_ir0_ov2_13.csv
laughter543012.wav,laughter,1,0,split1_ir0_ov2_13.csv
laughter675569.wav,laughter,1,0,split1_ir0_ov2_13.csv
knock841035.wav,knock,1,0,split1_ir0_ov2_13.csv
keyboard891959.wav,keyboard,1,0,split1_ir0_ov2_13.csv
cough1012467.wav,cough,1,0,split1_ir0_ov2_13.csv
speech1108583.wav,speech,1,0,split1_ir0_ov2_13.csv
clearthroat1268136.wav,clearthroat,1,0,split1_ir0_ov2_13.csv
drawer1332026.wav,drawer,1,0,split1_ir0_ov2_13.csv
laughter1418215.wav,laughter,1,0,split1_ir0_ov2_13.csv
phone1591172.wav,phone,1,0,split1_ir0_ov2_13.csv
laughter1778288.wav,laughter,1,0,split1_ir0_ov2_13.csv
knock1931268.wav,knock,1,0,split1_ir0_ov2_13.csv
clearthroat2025999.wav,clearthroat,1,0,split1_ir0_ov2_13.csv
pageturn2098279.wav,pageturn,1,0,split1_ir0_ov2_13.csv
drawer2196982.wav,drawer,1,0,split1_ir0_ov2_13.csv
cough2320642.wav,cough,1,0,split1_ir0_ov2_13.csv
clearthroat2396106.wav,clearthroat,1,0,split1_ir0_ov2_13.csv
knock2506045.wav,knock,1,0,split1_ir0_ov2_13.csv
cough2589383.wav,cough,1,0,split1_ir0_ov2_13.csv
drawer2693096.wav,drawer,1,0,split1_ir0_ov2_13.csv
doorslam2789471.wav,doorslam,1,0,split1_ir0_ov2_13.csv
drawer2852544.wav,drawer,1,0,split1_ir0_ov2_13.csv
laughter23377.wav,laughter,1,0,split1_ir0_ov2_13.csv
doorslam141652.wav,doorslam,1,0,split1_ir0_ov2_13.csv
knock203658.wav,knock,1,0,split1_ir0_ov2_13.csv
keysDrop312284.wav,keysDrop,1,0,split1_ir0_ov2_13.csv
speech358354.wav,speech,1,0,split1_ir0_ov2_13.csv
phone506274.wav,phone,1,0,split1_ir0_ov2_13.csv
pageturn642980.wav,pageturn,1,0,split1_ir0_ov2_13.csv
knock718855.wav,knock,1,0,split1_ir0_ov2_13.csv
clearthroat803709.wav,clearthroat,1,0,split1_ir0_ov2_13.csv
keyboard888886.wav,keyboard,1,0,split1_ir0_ov2_13.csv
keysDrop1042155.wav,keysDrop,1,0,split1_ir0_ov2_13.csv
clearthroat1124794.wav,clearthroat,1,0,split1_ir0_ov2_13.csv
doorslam1216200.wav,doorslam,1,0,split1_ir0_ov2_13.csv
keyboard1297566.wav,keyboard,1,0,split1_ir0_ov2_13.csv
cough1398015.wav,cough,1,0,split1_ir0_ov2_13.csv
keysDrop1493718.wav,keysDrop,1,0,split1_ir0_ov2_13.csv
drawer1579416.wav,drawer,1,0,split1_ir0_ov2_13.csv
